study id	study name	study identifier	study published	study population id	study population name	study population age profile	study population source	design	outcome id	outcome name	outcome.mean	outcome system	outcome effect	outcome effect subtype	diagnostic	age of outcome measurement	comparison set id	comparison set name	phthalate	exposure id	exposure name	exposure metric	exposure measured	dose units	exposure.median.or.gm	age of exposure	result id	result name	result population description	statistical metric	statistical metric abbreviation	statistical metric description	result summary	dose response	statistical power	CI units	exposure group order	exposure group name	exposure group comparison name	exposure group numeric	key	result group id	N	estimate	lower CI	upper CI	variance	statistical significance	statistical significance (numeric)	main finding	main finding support
173434	Martino-Andrade et al. 2016		FALSE	848	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24229	AGD (ap)	49.18	male reproductive system	AGD		medical professional or test	newborn	2183	continuous sum DEHP T3 (log10 SG adjusted)	DEHP	1269	sum DEHP T3	maternal urine (trimester 3)	4 DEHP metabolites and 7 other phthalate metabolites	nmol/l	69.91		5132	AGD (ap) sum DEHP T3		adjusted beta	adjβ	multivariable linear regression model		not-applicable	not reported or calculated	0.95	0	continuous			12766	12766	167	-0.32	-2.28	1.64		-		FALSE	not-reported
173434	Martino-Andrade et al. 2016		FALSE	848	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24228	AGD (as)	24.87	male reproductive system	AGD		medical professional or test	newborn	2183	continuous sum DEHP T3 (log10 SG adjusted)	DEHP	1269	sum DEHP T3	maternal urine (trimester 3)	4 DEHP metabolites and 7 other phthalate metabolites	nmol/l	69.91		5130	AGD (as) sum DEHP T3		adjusted beta	adjβ	multivariable linear regression model		not-applicable	not reported or calculated	0.95	0	continuous			12764	12764	168	0.47	-1.12	2.05		-		FALSE	not-reported
181918	Swan 2008		FALSE	851	Study of Phthalates in Pregnant Women and Children (PPWC) cohort	pregnant women and their children	general population	Cohort (Prospective)	24494	AGD (ap)	70.4	male reproductive system	AGD		medical professional or test	mean age 12.6 months at exam	2205	continuous 5OH-MEHP (log10)	DEHP	1273	5OH-MEHP (DEHP metabolite)	maternal urine	9 phthalate metabolites: MEHP, MEOHP, MEHHP, MBP, MEP, MiBP, MMP, MBzP, MCPP	ng/mL	2.9		5252	AGD (ap) 5OH-MEHP		adjusted beta	adjβ	used mixed model		not-applicable	not reported or calculated	0.95	0	continuous			12958	12958	106	-4.977	-8.133636714	-1.820363286		0.002	0.002	FALSE	not-reported
181918	Swan 2008		FALSE	851	Study of Phthalates in Pregnant Women and Children (PPWC) cohort	pregnant women and their children	general population	Cohort (Prospective)	24494	AGD (ap)	70.4	male reproductive system	AGD		medical professional or test	mean age 12.6 months at exam	2203	continuous 5oxo-MEHP (log10)	DEHP	1274	5oxo-MEHP (DEHP metabolite)	maternal urine	9 phthalate metabolites: MEHP, MEOHP, MEHHP, MBP, MEP, MiBP, MMP, MBzP, MCPP	ng/mL	2.9		5253	AGD (ap) 5oxo-MEHP		adjusted beta	adjβ	used mixed model		not-applicable	not reported or calculated	0.95	0	continuous			12959	12959	106	-5.126	-8.179242294	-2.072757706		0.001	0.001	FALSE	not-reported
181918	Swan 2008		FALSE	851	Study of Phthalates in Pregnant Women and Children (PPWC) cohort	pregnant women and their children	general population	Cohort (Prospective)	24494	AGD (ap)	70.4	male reproductive system	AGD		medical professional or test	mean age 12.6 months at exam	2198	continuous MEHP (log10)	DEHP	1272	MEHP (DEHP metabolite)	maternal urine	9 phthalate metabolites: MEHP, MEOHP, MEHHP, MBP, MEP, MiBP, MMP, MBzP, MCPP	ng/mL	2.9		5251	AGD (ap) MEHP		adjusted beta	adjβ	used mixed model		not-applicable	not reported or calculated	0.95	0	continuous			12957	12957	106	-3.503	-6.379663003	-0.626336997		0.017	0.017	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24250	AGD (ap)	49.66	male reproductive system	AGD		medical professional or test	birth or soon after	2195	continuous 5carboxy-MEPP (log transformed)	DEHP	1286	5carboxy-MEPP (DEHP metabolite)	maternal urine (trimester 1)	MECPP	ng/mL	8.6	in utero	5176	AGDap:5carboxy-MEPP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12828	12828	366	-0.93	-2.27	0.41		0.171	0.171	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24249	AGD (as)	24.73	male reproductive system	AGD		medical professional or test	birth or soon after	2195	continuous 5carboxy-MEPP (log transformed)	DEHP	1286	5carboxy-MEPP (DEHP metabolite)	maternal urine (trimester 1)	MECPP	ng/mL	8.6	in utero	5147	AGDas:5carboxy-MEPP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12781	12781	366	-0.97	-2.12	0.18		0.097	0.097	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24250	AGD (ap)	49.66	male reproductive system	AGD		medical professional or test	birth or soon after	2194	continuous 5OH-MEHP (log transformed)	DEHP	1285	5OH-MEHP (DEHP metabolite)	maternal urine (trimester 1)	MEHHP	ng/mL	6.1	in utero	5175	AGDap:5OH-MEHP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12827	12827	366	-1.47	-2.65	-0.29		0.015	0.015	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24249	AGD (as)	24.73	male reproductive system	AGD		medical professional or test	birth or soon after	2194	continuous 5OH-MEHP (log transformed)	DEHP	1285	5OH-MEHP (DEHP metabolite)	maternal urine (trimester 1)	MEHHP	ng/mL	6.1	in utero	5146	AGDas:5OH-MEHP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12780	12780	366	-1.28	-2.29	-0.27		0.013	0.013	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24250	AGD (ap)	49.66	male reproductive system	AGD		medical professional or test	birth or soon after	2193	continuous 5oxo-MEHP (log transformed)	DEHP	1284	5oxo-MEHP (DEHP metabolite)	maternal urine (trimester 1)	MEOHP	ng/mL	4.4	in utero	5174	AGDap:5oxo-MEHP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12826	12826	366	-1.6	-2.84	-0.36		0.011	0.011	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24249	AGD (as)	24.73	male reproductive system	AGD		medical professional or test	birth or soon after	2193	continuous 5oxo-MEHP (log transformed)	DEHP	1284	5oxo-MEHP (DEHP metabolite)	maternal urine (trimester 1)	MEOHP	ng/mL	4.4	in utero	5145	AGDas:5oxo-MEHP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12779	12779	366	-1.43	-2.49	-0.38		0.008	0.008	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24250	AGD (ap)	49.66	male reproductive system	AGD		medical professional or test	birth or soon after	2192	continuous MEHP (log transformed)	DEHP	1282	MEHP (DEHP metabolite)	maternal urine (trimester 1)	MEHP	ng/mL	2	in utero	5173	AGDap:MEHP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12825	12825	366	-1.21	-2.43	-0.01		0.051	0.051	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24249	AGD (as)	24.73	male reproductive system	AGD		medical professional or test	birth or soon after	2192	continuous MEHP (log transformed)	DEHP	1282	MEHP (DEHP metabolite)	maternal urine (trimester 1)	MEHP	ng/mL	2	in utero	5144	AGDas:MEHP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12778	12778	366	-1.12	-2.16	-0.07		0.036	0.036	FALSE	not-reported
173433	Jensen et al. 2016		FALSE	846	Odense child cohort	pregnant women and their children	general population	Cohort (Prospective)	24224	AGD (ap)	70.2	male reproductive system	AGD		medical professional or test	3 months	2282	continuous sum DEHP metabolites (Log-transformed)	DEHP	1241	sum DEHP metabolites	maternal urine	MEHP, MEHHP, MEOHP, MECPP	ng/mL	21.7	in utero	5327	AGDap:sum DEHP continuous log		adjusted beta	adjβ	adjusted linear regression model (expressing the change in mm)	"ORIGINAL DATA: 
Group	Estimate	95% confidence intervals	p-value
continuous	-0.33	-1.29 - 0.63	-"	not-applicable	not reported or calculated	0.95	0	continuous			13213	13213	236	-0.76	-2.97	1.45		-		FALSE	not-reported
173433	Jensen et al. 2016		FALSE	846	Odense child cohort	pregnant women and their children	general population	Cohort (Prospective)	24223	AGD (as)	36.9	male reproductive system	AGD		medical professional or test	3 months	2282	continuous sum DEHP metabolites (Log-transformed)	DEHP	1241	sum DEHP metabolites	maternal urine	MEHP, MEHHP, MEOHP, MECPP	ng/mL	21.7	in utero	5320	AGDas:sum DEHP continuous log		adjusted beta	adjβ	adjusted linear regression model (change in mm)	"ORIGINAL DATA: 
Group	Estimate	95% confidence intervals	p-value
continuous	-0.47	-1.35 - 0.41"	not-applicable	not reported or calculated	0.95	0	continuous			13206	13206	245	-1.08	-3.11	0.94		-		FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24250	AGD (ap)	49.66	male reproductive system	AGD		medical professional or test	birth or soon after	2196	continuous sum DEHP metabolites (log transformed)	DEHP	1287	sum DEHP metabolites	maternal urine (trimester 1)	sum of 4 DEHP metabolites: MEHP, MEOHP, MEHHP, MECPP	nmol/l	75	in utero	5177	AGDap:DEHP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12829	12829	366	-1.35	-2.67	-0.02		0.046	0.046	FALSE	supportive
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24249	AGD (as)	24.73	male reproductive system	AGD		medical professional or test	birth or soon after	2196	continuous sum DEHP metabolites (log transformed)	DEHP	1287	sum DEHP metabolites	maternal urine (trimester 1)	sum of 4 DEHP metabolites: MEHP, MEOHP, MEHHP, MECPP	nmol/l	75	in utero	5148	AGDas:DEHP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12782	12782	366	-1.26	-2.4	-0.13		0.029	0.029	FALSE	not-reported
173428	Bornehag et al. 2015		FALSE	841	Swedish Environmental Longitudinal, Mother and child, Asthma and allergy (SELMA) study	pregnant women	general population	Cohort (Prospective)	24151	AGD (ap)	82.2	male reproductive system	AGD		medical professional or test	20.8 months	2098	continuous MEP (log transformed)	DEP	1205	MEP (DEP metabolite)	maternal urine	MEP	ng/mL		in utero	4978	AGDap:MEP		adjusted beta	adjβ	adjusted linear regression model		not-applicable	not reported or calculated	0.95	0	continuous			12453	12453	196	-1.3	-3.4	0.81		0.225	0.225	FALSE	not-reported
173428	Bornehag et al. 2015		FALSE	841	Swedish Environmental Longitudinal, Mother and child, Asthma and allergy (SELMA) study	pregnant women	general population	Cohort (Prospective)	24152	AGD (as)	41.4	male reproductive system	AGD		medical professional or test	20.8 months	2098	continuous MEP (log transformed)	DEP	1205	MEP (DEP metabolite)	maternal urine	MEP	ng/mL		in utero	4962	AGDas:MEP		adjusted beta	adjβ	adjusted linear regression model		not-applicable	not reported or calculated	0.95	0	continuous			12437	12437	196	0.63	-1.29	2.54		0.518	0.518	FALSE	not-reported
181918	Swan 2008		FALSE	851	Study of Phthalates in Pregnant Women and Children (PPWC) cohort	pregnant women and their children	general population	Cohort (Prospective)	24494	AGD (ap)	70.4	male reproductive system	AGD		medical professional or test	mean age 12.6 months at exam	2239	continuous MEP (log10)	DEP	1327	MEP (DEP metabolite)	maternal urine	9 phthalate metabolites: MEHP, MEOHP, MEHHP, MBP, MEP, MiBP, MMP, MBzP, MCPP	ng/mL			5254	AGD (ap) MEP		adjusted beta	adjβ	used mixed model		not-applicable	not reported or calculated	0.95	0	continuous			12960	12960	106	-2.934	-4.982616014	-0.885383986		0.005	0.005	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24250	AGD (ap)	49.66	male reproductive system	AGD		medical professional or test	birth or soon after	2197	continuous MEP (log transformed)	DEP	1288	MEP (DEP metabolite)	maternal urine (trimester 1)	MEP	ng/mL		in utero	5178	AGDap:MEP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12830	12830	366	-0.03	-0.87	0.82		0.953	0.953	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24249	AGD (as)	24.73	male reproductive system	AGD		medical professional or test	birth or soon after	2197	continuous MEP (log transformed)	DEP	1288	MEP (DEP metabolite)	maternal urine (trimester 1)	MEP	ng/mL		in utero	5149	AGDas:MEP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12783	12783	366	-0.32	-1.04	0.39		0.374	0.374	FALSE	not-reported
173433	Jensen et al. 2016		FALSE	846	Odense child cohort	pregnant women and their children	general population	Cohort (Prospective)	24224	AGD (ap)	70.2	male reproductive system	AGD		medical professional or test	3 months	2279	continuous MEP (Log-transformed)	DEP	1235	MEP (DEP metabolite)	maternal urine	MEP	ng/mL		in utero	5321	AGDap:MEP continuous log		adjusted beta	adjβ	adjusted linear regression model (expressing the change in mm)	"ORIGINAL DATA: 
Group	Estimate	95% confidence intervals	p-value
continuous	0.02	-0.54 - 0.58	-"	not-applicable	not reported or calculated	0.95	0	continuous			13207	13207	236	0.05	-1.24	1.33		-		FALSE	not-reported
173433	Jensen et al. 2016		FALSE	846	Odense child cohort	pregnant women and their children	general population	Cohort (Prospective)	24223	AGD (as)	36.9	male reproductive system	AGD		medical professional or test	3 months	2279	continuous MEP (Log-transformed)	DEP	1235	MEP (DEP metabolite)	maternal urine	MEP	ng/mL		in utero	5316	AGDas:MEP continuous log		adjusted beta	adjβ	adjusted linear regression model (change in mm)	"ORIGINAL DATA: 
Group	Estimate	95% confidence intervals	p-value
continuous	-0.34	-0.84 - 0.17"	not-applicable	not reported or calculated	0.95	0	continuous			13202	13202	245	-0.78	-1.93	0.39		-		FALSE	not-reported
181918	Swan 2008		FALSE	851	Study of Phthalates in Pregnant Women and Children (PPWC) cohort	pregnant women and their children	general population	Cohort (Prospective)	24494	AGD (ap)	70.4	male reproductive system	AGD		medical professional or test	mean age 12.6 months at exam	2241	continuous MiBP (log10)	DiBP	1329	MiBP (DBP metabolite)	maternal urine	9 phthalate metabolites: MEHP, MEOHP, MEHHP, MBP, MEP, MiBP, MMP, MBzP, MCPP	ng/mL			5256	AGD (ap) MiBP		adjusted beta	adjβ	used mixed model		not-applicable	not reported or calculated	0.95	0	continuous			12962	12962	106	-2.9562	-6.447482924	0.535082924		0.097	0.097	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24250	AGD (ap)	49.66	male reproductive system	AGD		medical professional or test	birth or soon after	2202	continuous MiBP (log transformed)	DiBP	1291	MiBP (DIBP metabolite)	maternal urine (trimester 1)	MiBP	ng/mL		in utero	5181	AGDap:MiBP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12833	12833	366	-0.49	-1.89	0.91		0.49	0.49	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24249	AGD (as)	24.73	male reproductive system	AGD		medical professional or test	birth or soon after	2202	continuous MiBP (log transformed)	DiBP	1291	MiBP (DIBP metabolite)	maternal urine (trimester 1)	MiBP	ng/mL		in utero	5152	AGDas:MiBP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12786	12786	366	-0.49	-1.69	0.72		0.427	0.427	FALSE	not-reported
173433	Jensen et al. 2016		FALSE	846	Odense child cohort	pregnant women and their children	general population	Cohort (Prospective)	24224	AGD (ap)	70.2	male reproductive system	AGD		medical professional or test	3 months	2280	continuous MiBP (Log-transformed)	DiBP	1236	MiBP (DiBP metabolite)	maternal urine	MiBP	ng/mL		in utero	5322	AGDap:MiBP continuous log		adjusted beta	adjβ	adjusted linear regression model (expressing the change in mm)	"ORIGINAL DATA: 
Group	Estimate	95% confidence intervals	p-value
continuous	-0.11	-1.07 - 0.84	-"	not-applicable	not reported or calculated	0.95	0	continuous			13208	13208	236	-0.25	-2.46	1.93		-		FALSE	not-reported
173433	Jensen et al. 2016		FALSE	846	Odense child cohort	pregnant women and their children	general population	Cohort (Prospective)	24223	AGD (as)	36.9	male reproductive system	AGD		medical professional or test	3 months	2280	continuous MiBP (Log-transformed)	DiBP	1236	MiBP (DiBP metabolite)	maternal urine	MiBP	ng/mL		in utero	5317	AGDas:MiBP continuous log		adjusted beta	adjβ	adjusted linear regression model (change in mm)	"ORIGINAL DATA:
Group	Estimate	95% confidence intervals	p-value
continuous	-0.03	-0.9 - 0.83"	not-applicable	not reported or calculated	0.95	0	continuous			13203	13203	245	-0.07	-2.07	1.91		-		FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24250	AGD (ap)	49.66	male reproductive system	AGD		medical professional or test	birth or soon after	2206	continuous MCNP (log transformed)	DIDP	1293	MCNP (DIDP metabolite)	maternal urine (trimester 1)	MCNP	ng/mL		in utero	5183	AGDap:MCNP	males	adjusted beta	adjβ	multivariable linear regression	sample size is unknown because there were fewer samples for MCNP measurement (done at a separate lab) and they were not reported by infant sex	not-applicable	not reported or calculated	0.95	0	continuous			12835	12835		0.14	-1.06	1.34		0.816	0.816	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24249	AGD (as)	24.73	male reproductive system	AGD		medical professional or test	birth or soon after	2206	continuous MCNP (log transformed)	DIDP	1293	MCNP (DIDP metabolite)	maternal urine (trimester 1)	MCNP	ng/mL		in utero	5154	AGDas:MCNP	males	adjusted beta	adjβ	multivariable linear regression	sample size is unknown because there were fewer samples for MCNP measurement (done at a separate lab) and they were not reported by infant sex	not-applicable	not reported or calculated	0.95	0	continuous			12788	12788		0.31	-0.71	1.33		0.551	0.551	FALSE	not-reported
173428	Bornehag et al. 2015		FALSE	841	Swedish Environmental Longitudinal, Mother and child, Asthma and allergy (SELMA) study	pregnant women	general population	Cohort (Prospective)	24151	AGD (ap)	82.2	male reproductive system	AGD		medical professional or test	20.8 months	2107	continuous 7carboxy-MMeHP (log transformed)	DiNP	1214	7carboxy-MMeHP (DiNP metabolite)	maternal urine	7carboxy-MMeHP	ng/mL		in utero	4995	AGDap:7carboxy-MMeHP		adjusted beta	adjβ	adjusted linear regression model		not-applicable	not reported or calculated	0.95	0	continuous			12470	12470	196	-1.39	-3.32	0.53		0.156	0.156	FALSE	not-reported
173428	Bornehag et al. 2015		FALSE	841	Swedish Environmental Longitudinal, Mother and child, Asthma and allergy (SELMA) study	pregnant women	general population	Cohort (Prospective)	24152	AGD (as)	41.4	male reproductive system	AGD		medical professional or test	20.8 months	2107	continuous 7carboxy-MMeHP (log transformed)	DiNP	1214	7carboxy-MMeHP (DiNP metabolite)	maternal urine	7carboxy-MMeHP	ng/mL		in utero	4973	AGDas:7carboxy-MMeHP		adjusted beta	adjβ	adjusted linear regression model		not-applicable	not reported or calculated	0.95	0	continuous			12448	12448	196	-1.51	-3.26	0.24		0.091	0.091	FALSE	not-reported
173428	Bornehag et al. 2015		FALSE	841	Swedish Environmental Longitudinal, Mother and child, Asthma and allergy (SELMA) study	pregnant women	general population	Cohort (Prospective)	24151	AGD (ap)	82.2	male reproductive system	AGD		medical professional or test	20.8 months	2105	continuous 7OH-MMeOP (log transformed)	DiNP	1212	7OH-MMeOP (DiNP metabolite)	maternal urine	7OH-MMeOP	ng/mL		in utero	4990	AGDap:7OH-MMeOP		adjusted beta	adjβ	adjusted linear regression model		not-applicable	not reported or calculated	0.95	0	continuous			12465	12465	196	-1.23	-2.83	0.37		0.131	0.131	FALSE	not-reported
173428	Bornehag et al. 2015		FALSE	841	Swedish Environmental Longitudinal, Mother and child, Asthma and allergy (SELMA) study	pregnant women	general population	Cohort (Prospective)	24152	AGD (as)	41.4	male reproductive system	AGD		medical professional or test	20.8 months	2105	continuous 7OH-MMeOP (log transformed)	DiNP	1212	7OH-MMeOP (DiNP metabolite)	maternal urine	7OH-MMeOP	ng/mL		in utero	4969	AGDas:7OH-MMeOP		adjusted beta	adjβ	adjusted linear regression model		not-applicable	not reported or calculated	0.95	0	continuous			12444	12444	196	-1.61	-3.06	-0.16		0.029	0.029	FALSE	not-reported
173428	Bornehag et al. 2015		FALSE	841	Swedish Environmental Longitudinal, Mother and child, Asthma and allergy (SELMA) study	pregnant women	general population	Cohort (Prospective)	24151	AGD (ap)	82.2	male reproductive system	AGD		medical professional or test	20.8 months	2106	continuous 7oxo-MMeOP (log transformed)	DiNP	1213	7oxo-MMeOP (DiNP metabolite)	maternal urine	7oxo-MMeOP	ng/mL		in utero	4993	AGDap:7oxo-MMeOP		adjusted beta	adjβ	adjusted linear regression model		not-applicable	not reported or calculated	0.95	0	continuous			12468	12468	196	-1.67	-3.49	0.15		0.072	0.072	FALSE	not-reported
173428	Bornehag et al. 2015		FALSE	841	Swedish Environmental Longitudinal, Mother and child, Asthma and allergy (SELMA) study	pregnant women	general population	Cohort (Prospective)	24152	AGD (as)	41.4	male reproductive system	AGD		medical professional or test	20.8 months	2106	continuous 7oxo-MMeOP (log transformed)	DiNP	1213	7oxo-MMeOP (DiNP metabolite)	maternal urine	7oxo-MMeOP	ng/mL		in utero	4970	AGDas:7oxo-MMeOP		adjusted beta	adjβ	adjusted linear regression model		not-applicable	not reported or calculated	0.95	0	continuous			12445	12445	196	-1.82	-3.47	-0.17		0.031	0.031	FALSE	not-reported
173428	Bornehag et al. 2015		FALSE	841	Swedish Environmental Longitudinal, Mother and child, Asthma and allergy (SELMA) study	pregnant women	general population	Cohort (Prospective)	24151	AGD (ap)	82.2	male reproductive system	AGD		medical professional or test	20.8 months	2108	continuous sum DiNP metabolites (log transformed)	DiNP	1215	sum DiNP metabolites	maternal urine	4 DiNP metabolites	nmol/l		in utero	4996	AGDap:sum DiNP		adjusted beta	adjβ	adjusted linear regression model		not-applicable	not reported or calculated	0.95	0	continuous			12471	12471	196	-1.46	-3.29	0.38		0.119	0.119	FALSE	not-reported
173428	Bornehag et al. 2015		FALSE	841	Swedish Environmental Longitudinal, Mother and child, Asthma and allergy (SELMA) study	pregnant women	general population	Cohort (Prospective)	24152	AGD (as)	41.4	male reproductive system	AGD		medical professional or test	20.8 months	2108	continuous sum DiNP metabolites (log transformed)	DiNP	1215	sum DiNP metabolites	maternal urine	4 DiNP metabolites	nmol/l		in utero	4974	AGDas:sum DiNP		adjusted beta	adjβ	adjusted linear regression model		not-applicable	not reported or calculated	0.95	0	continuous			12449	12449	196	-1.69	-3.35	-0.02		0.047	0.047	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24250	AGD (ap)	49.66	male reproductive system	AGD		medical professional or test	birth or soon after	2207	continuous MCOP (log transformed)	DiNP	1294	MCOP (DINP metabolite)	maternal urine (trimester 1)	MCOP	ng/mL		in utero	5184	AGDap:MCOP	males	adjusted beta	adjβ	multivariable linear regression	sample size is unknown because there were fewer samples for MCOP measurement (done at a separate lab) and they were not reported by infant sex	not-applicable	not reported or calculated	0.95	0	continuous			12836	12836		-0.02	-0.93	0.88		0.958	0.958	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24249	AGD (as)	24.73	male reproductive system	AGD		medical professional or test	birth or soon after	2207	continuous MCOP (log transformed)	DiNP	1294	MCOP (DINP metabolite)	maternal urine (trimester 1)	MCOP	ng/mL		in utero	5155	AGDas:MCOP	males	adjusted beta	adjβ	multivariable linear regression	sample size is unknown because there were fewer samples for MCOP measurement (done at a separate lab) and they were not reported by infant sex	not-applicable	not reported or calculated	0.95	0	continuous			12789	12789		0.39	-0.39	1.16		0.326	0.326	FALSE	not-reported
173433	Jensen et al. 2016		FALSE	846	Odense child cohort	pregnant women and their children	general population	Cohort (Prospective)	24224	AGD (ap)	70.2	male reproductive system	AGD		medical professional or test	3 months	2283	continuous sum DiNP metabolites (Log-transformed)	DiNP	1240	sum DiNP metabolites	maternal urine	MiNP, MHiNP, MOiNP, MCiOP	ng/mL		in utero	5326	AGDap:sum DiNP continuous log		adjusted beta	adjβ	adjusted linear regression model (expressing the change in mm)	"ORIGINAL DATA: 
Group	Estimate	95% confidence intervals	p-value
continuous	0.22	-0.42 - 0.87	-"	not-applicable	not reported or calculated	0.95	0	continuous			13212	13212	236	0.51	-0.97	2		-		FALSE	not-reported
173433	Jensen et al. 2016		FALSE	846	Odense child cohort	pregnant women and their children	general population	Cohort (Prospective)	24223	AGD (as)	36.9	male reproductive system	AGD		medical professional or test	3 months	2283	continuous sum DiNP metabolites (Log-transformed)	DiNP	1240	sum DiNP metabolites	maternal urine	MiNP, MHiNP, MOiNP, MCiOP	ng/mL		in utero	5319	AGDas:sum DiNP continuous log		adjusted beta	adjβ	adjusted linear regression model (change in mm)	"ORIGINAL DATA: 
Group	Estimate	95% confidence intervals	p-value
continuous	-0.15	-0.75 - 0.44"	not-applicable	not reported or calculated	0.95	0	continuous			13205	13205	245	-0.35	-1.73	1.01		-		FALSE	not-reported
181918	Swan 2008		FALSE	851	Study of Phthalates in Pregnant Women and Children (PPWC) cohort	pregnant women and their children	general population	Cohort (Prospective)	24494	AGD (ap)	70.4	male reproductive system	AGD		medical professional or test	mean age 12.6 months at exam	2242	continuous MMP (log10)	DMP	1330	MMP (DMP metabolite)	maternal urine	9 phthalate metabolites: MEHP, MEOHP, MEHHP, MBP, MEP, MiBP, MMP, MBzP, MCPP	ng/mL			5257	AGD (ap) MMP		adjusted beta	adjβ	used mixed model		not-applicable	not reported or calculated	0.95	0	continuous			12963	12963	106	-4.0002	-8.052173303	0.051773303		0.053	0.053	FALSE	not-reported
173430	Swan et al. 2015		FALSE	852	The Infant Development and the Environment Study (TIDES) cohort	pregnant women and their children	general population	Cohort (Prospective)	24250	AGD (ap)	49.66	male reproductive system	AGD		medical professional or test	birth or soon after	2204	continuous MCPP (log transformed)	DnOP	1292	MCPP (DnOP metabolite)	maternal urine (trimester 1)	MCPP	ng/mL		in utero	5182	AGDap:MCPP	males	adjusted beta	adjβ	multivariable linear regression		not-applicable	not reported or calculated	0.95	0	continuous			12834	12834	366	0.35	-0.56	1.26		0.447	0.447	FALSE	not-reported
