"","phthalate","species","effect","b.lab","b.parm","b","ci.lb","ci.ub","pval","tau","I2","QEp","AICc"
"120","DEHP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","I(dose100^2)",0.0960899619717723,-5.83099877587203,6.02317869981557,0.974651534792114,64.5662911957179,92.6734319469792,4.12229426548911e-40,92.7100118750358
"121","DPP","Rat","Fetal testes T log(Ratio of mean)","Overall","intrcpt",-92.5694625000228,-120.327893525272,-64.8110314747738,6.31295453839762e-11,76.2526088020413,98.1412129459327,0,351.757682181289
"122","DPP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Howdeshell et al. 2008","intrcpt",-99.9267496884996,-130.625267230738,-69.2282321462614,1.77227840766241e-10,78.6290826311423,98.3063502527712,0,307.116073300248
"123","DPP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Beverly et al. 2014","intrcpt",-92.5692239945175,-121.324162431315,-63.8142855577203,2.79745896206199e-10,77.7123481406232,98.0728148048022,0,341.241689145983
"124","DPP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Hannas et al. 2011a","intrcpt",-88.0233271631367,-115.8648304317,-60.1818238945738,5.76973014559768e-10,70.844046480756,97.6238329109891,0,302.419842229308
"125","DPP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Furr et al. 2014","intrcpt",-84.0104232590197,-138.208817299737,-29.8120292183028,0.00238114837767905,81.9268718737727,98.7101649404456,4.3649878335647e-193,99.7220028425292
"126","DPP","Rat","Fetal testes T log(Ratio of mean)","Trend in log10(dose)","log10(dose)",-127.639965019741,-152.915484342529,-102.364445696952,4.2592006203913e-23,34.2895354926893,90.4193858254022,1.90473162172394e-59,300.492832138433
"127","DPP","Rat","Fetal testes T log(Ratio of mean)","Linear in dose100","dose100",-50.2351075425484,-60.1681285895679,-40.3020864955289,3.68104419643067e-23,56.1196969014241,96.7459041812533,1.1125292908314e-273,334.198261963563
"128","DPP","Rat","Fetal testes T log(Ratio of mean)","LinearQuadratic in dose100","dose100",-93.9887670987562,-107.955938271034,-80.0215959264782,1.01370989821345e-39,32.5748146357339,90.6147133597849,2.96588519405797e-53,298.587086786602
"129","DPP","Rat","Fetal testes T log(Ratio of mean)","LinearQuadratic in dose100","I(dose100^2)",8.93253107912876,6.44173822174177,11.4233239365158,2.08224826521672e-12,32.5748146357339,90.6147133597849,2.96588519405797e-53,298.587086786602
"130","DPP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-Overall","intrcpt",-173.322391430263,-214.05440195599,-132.590380904537,7.42800911430816e-17,58.8677369319624,96.96562799777,2.15630902223902e-96,95.0183320095167
"131","DPP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-Trend in log10(dose)","log10(dose)",-117.007547341186,-227.86270101271,-6.15239366966263,0.0385704168548158,48.7491202526991,94.2154243733135,4.05337267586525e-42,89.2529249283763
"132","DPP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-Linear in dose100","dose100",-45.8868054669579,-61.3483706182904,-30.4252403156253,5.9992869234444e-09,82.4487945690809,98.43025546678,8.45610691463757e-207,100.175006750504
"133","DPP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","dose100",-87.6212184322959,-111.52264942245,-63.719787442142,6.71526546068899e-13,48.6043055619609,94.7185102503768,1.75876371529574e-33,89.0495915551145
"134","DPP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","I(dose100^2)",7.96407022026944,3.87587499145089,12.052265449088,0.000134463074418798,48.6043055619609,94.7185102503768,1.75876371529574e-33,89.0495915551145
"135","DIBP","Rat","Fetal testes T log(Ratio of mean)","Overall","intrcpt",-82.3141010212134,-135.110554223974,-29.5176478184529,0.00224499612227753,71.7602285638009,96.9607466245798,3.48354061881093e-30,87.2828877632487
"136","DIBP","Rat","Fetal testes T log(Ratio of mean)","Trend in log10(dose)","log10(dose)",-169.229105655625,-234.128215328666,-104.329995982584,3.20886892845354e-07,28.141665618711,77.8340052240999,0.00133610434671122,78.5212911791516
"137","DIBP","Rat","Fetal testes T log(Ratio of mean)","Linear in dose100","dose100",-18.8362615854427,-22.7287523895877,-14.9437707812978,2.43508690633967e-21,18.635252888559,78.7810685420329,0.000931474735341104,75.510057950063
"138","DIBP","Rat","Fetal testes T log(Ratio of mean)","LinearQuadratic in dose100","dose100",-11.6075260008868,-22.1335004941654,-1.08155150760817,0.0306681817551921,12.2151576098154,57.1168355723471,0.0201540228099394,77.0421388905469
"139","DIBP","Rat","Fetal testes T log(Ratio of mean)","LinearQuadratic in dose100","I(dose100^2)",-0.996061654181137,-2.41531539155239,0.423192083190114,0.168963071470485,12.2151576098154,57.1168355723471,0.0201540228099394,77.0421388905469
"140","BzBP","Rat","Fetal testes T log(Ratio of mean)","Overall","intrcpt",-78.4682211361875,-125.700209758156,-31.2362325142194,0.00112930301683306,77.7193901368274,98.1706118996008,5.38205109267694e-125,122.094363938803
"141","BzBP","Rat","Fetal testes T log(Ratio of mean)","Trend in log10(dose)","log10(dose)",-106.742719292092,-154.772964647388,-58.7124739367964,1.32559830590721e-05,43.8257248731901,93.9316143991905,1.43768578142162e-27,105.925979618416
"142","BzBP","Rat","Fetal testes T log(Ratio of mean)","Linear in dose100","dose100",-22.1185207959129,-26.5995670575066,-17.6374745343191,3.87297755458172e-22,29.983702280777,87.7922466773557,2.8749769976451e-21,103.855896039285
"143","BzBP","Rat","Fetal testes T log(Ratio of mean)","LinearQuadratic in dose100","dose100",-22.5197245430555,-39.5939852060518,-5.44546388005918,0.00973643554343487,31.7557080294618,86.0206047903877,1.23838808080481e-16,99.9987720592459
"144","BzBP","Rat","Fetal testes T log(Ratio of mean)","LinearQuadratic in dose100","I(dose100^2)",0.0500003540080119,-2.14236240499654,2.24236311301256,0.964346332719527,31.7557080294618,86.0206047903877,1.23838808080481e-16,99.9987720592459
"145","DINP","Rat","Fetal testes T log(Ratio of mean)","Overall","intrcpt",-63.9510377620526,-86.3502323328097,-41.5518431912954,2.1958878594718e-08,31.1601807492806,83.276469445033,7.42331335893247e-10,118.156755351151
"146","DINP","Rat","Fetal testes T log(Ratio of mean)","Trend in log10(dose)","log10(dose)",-128.347559779035,-186.455815521776,-70.2393040362942,1.49718249115412e-05,12.5946808527387,42.0085740719784,0.0759537817032353,106.240079448721
"147","DINP","Rat","Fetal testes T log(Ratio of mean)","Linear in dose100","dose100",-7.56149407615973,-8.69385665564615,-6.42913149667331,3.86101276901349e-39,7.21271359212709,21.8432183314711,0.214960592224059,107.774893435628
"148","DINP","Rat","Fetal testes T log(Ratio of mean)","LinearQuadratic in dose100","dose100",-6.73558303062614,-10.5117134688329,-2.95945259241943,0.000472219266709486,8.04199891397035,23.8120131748921,0.181938817943887,104.587490589192
"149","DINP","Rat","Fetal testes T log(Ratio of mean)","LinearQuadratic in dose100","I(dose100^2)",-0.079265831681177,-0.419394605075212,0.260862941712859,0.647841537339947,8.04199891397035,23.8120131748921,0.181938817943887,104.587490589192
